date,title,link,location
18.12.2022 12:31 Uhr,Fahrer flüchtet nach Verkehrsunfall,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1276200.php,Ereignisort:Lichtenberg
18.12.2022 10:58 Uhr,Zwei Schwerverletzte nach Unfall mit Krad,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1276199.php,Ereignisort:Tempelhof-Schöneberg
18.12.2022 10:55 Uhr,Supermarkt überfallen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1276198.php,Ereignisort:Spandau
17.12.2022 16:44 Uhr,Homophob beleidigt und geschlagen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1276196.php,Ereignisort:Neukölln
17.12.2022 12:16 Uhr,Festnahme nach versuchtem Wohnungseinbruch,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1276195.php,Ereignisort:Neukölln
17.12.2022 11:53 Uhr,Mutmaßlichen Geschäftseinbrecher festgenommen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1276194.php,Ereignisort:Spandau
17.12.2022 11:48 Uhr,Versuchter Einbruch in Reihenhaus - Festnahme,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1276193.php,Ereignisort:Spandau
17.12.2022 11:43 Uhr,Fußgängerin von Tram erfasst,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1276192.php,Ereignisort:Pankow
17.12.2022 11:34 Uhr,Kinder angegriffen und geflüchtet,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1276191.php,Ereignisort:Lichtenberg
16.12.2022 13:55 Uhr,Verfolgungsfahrt - Unbekannter fährt auf Polizeibeamten zu,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1276030.php,Ereignisort:Treptow-Köpenick
16.12.2022 13:37 Uhr,Bei Messerangriff lebensgefährlich verletzt – Die Polizei bittet um Mithilfe,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1269283.php,Ereignisort:Friedrichshain-Kreuzberg
16.12.2022 11:31 Uhr,Unfallfahrer flüchtet und lässt Schwerverletzte zurück,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1275452.php,Ereignisort:Treptow-Köpenick
16.12.2022 09:35 Uhr,Fußgänger bei Unfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1275454.php,Ereignisort:Steglitz-Zehlendorf
16.12.2022 09:24 Uhr,Ermittlungen der EG Zentral zu polizeiinternen Gruppenchats,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1275788.php,Ereignisort:berlinweit
15.12.2022 14:42 Uhr,Frau von Lastwagen erfasst und schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1275447.php,Ereignisort:Spandau
15.12.2022 12:58 Uhr,Tödlicher Verkehrsunfall in Lankwitz: Die Polizei bittet um Mithilfe,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273762.php,Ereignisort:Steglitz-Zehlendorf
15.12.2022 12:37 Uhr,Fußgänger bei Unfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1275451.php,Ereignisort:Treptow-Köpenick
15.12.2022 10:17 Uhr,Festnahme nach Verfolgungsfahrt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1275343.php,Ereignisort:Mitte
15.12.2022 10:06 Uhr,Beifahrerin nach Unfall im Krankenhaus,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1275335.php,Ereignisort:Charlottenburg-Wilmersdorf
14.12.2022 19:58 Uhr,Kinder mit Auto angefahren,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1275252.php,Ereignisort:Lichtenberg
14.12.2022 12:02 Uhr,Mutmaßliche Autoknacker kollidieren mit Einsatzwagen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1274990.php,Ereignisort:Mitte
14.12.2022 10:31 Uhr,Mann bei Verkehrsunfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1274928.php,Ereignisort:Marzahn-Hellersdorf
14.12.2022 10:25 Uhr,Mutmaßlicher Räuber gesucht,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1274438.php,Ereignisort:Neukölln
14.12.2022 09:19 Uhr,Autofahrer lebensgefährlich verletzt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1274856.php,Ereignisort:Pankow
13.12.2022 10:07 Uhr,Fünfjähriger bei Verkehrsunfall verletzt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1274387.php,Ereignisort:Treptow-Köpenick
13.12.2022 09:23 Uhr,Räuberische Erpressung in Lebensmitteldiscounter,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1274344.php,Ereignisort:Treptow-Köpenick
13.12.2022 09:22 Uhr,Tankstelle überfallen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1274341.php,Ereignisort:Reinickendorf
13.12.2022 08:44 Uhr,Verkehrsunfall bei Einsatzfahrt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1274310.php,Ereignisort:Mitte
13.12.2022 08:34 Uhr,Streifenbesatzung bemerkt Feuerschein,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1274307.php,Ereignisort:Tempelhof-Schöneberg
13.12.2022 08:32 Uhr,Seniorin auf Parkplatz angefahren,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1274306.php,Ereignisort:Pankow
12.12.2022 14:40 Uhr,Geldautomat aufgehebelt - Tatverdächtiger identifiziert,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273797.php,Ereignisort:Friedrichshain-Kreuzberg
12.12.2022 10:28 Uhr,Mann mit Stichverletzung,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273877.php,Ereignisort:Neukölln
12.12.2022 10:23 Uhr,Polizeibeamten angegriffen und Widerstand geleistet,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273873.php,Ereignisort:Steglitz-Zehlendorf
12.12.2022 09:50 Uhr,Schüsse auf Spätkauf,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273849.php,Ereignisort:Mitte
12.12.2022 09:39 Uhr,Sicherheitsdienstmitarbeiter fremdenfeindlich beschimpft und bedroht,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273844.php,Ereignisort:Charlottenburg-Wilmersdorf
11.12.2022 13:12 Uhr,Mann angegriffen und verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1269779.php,Ereignisort:Mitte
11.12.2022 11:36 Uhr,Kind bei Verkehrsunfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272012.php,Ereignisort:Tempelhof-Schöneberg
11.12.2022 11:04 Uhr,"Bei Flucht gesprungen, verletzt und festgenommen",https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273763.php,Ereignisort:Tempelhof-Schöneberg
11.12.2022 10:42 Uhr,Parteizentrale beschmiert,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1273378.php,Ereignisort:Mitte
11.12.2022 10:24 Uhr,Frau niedergeschossen - Flüchtiger Tatverdächtiger festgenommen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1272016.php,Ereignisort:bezirksübergreifend
10.12.2022 16:55 Uhr,Verkehrsunfall mit Löschfahrzeug,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273758.php,Ereignisort:Mitte
10.12.2022 13:41 Uhr,Juweliergeschäft überfallen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1273373.php,Ereignisort:Charlottenburg-Wilmersdorf
10.12.2022 10:56 Uhr,Nachts im Discounter,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273747.php,Ereignisort:Pankow
10.12.2022 10:29 Uhr,Nach Verkehrsunfall unter Balkon verkeilt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273746.php,Ereignisort:Neukölln
09.12.2022 13:56 Uhr,Durchsuchungen wegen illegalem Rauschgifthandel,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273615.php,Ereignisort:bezirksübergreifend
09.12.2022 10:50 Uhr,Schlägerei auf Bahnsteig - Festnahme,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273481.php,Ereignisort:Reinickendorf
09.12.2022 10:48 Uhr,Abbiegeunfall mit Lastkraftwagen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273468.php,Ereignisort:Treptow-Köpenick
09.12.2022 10:00 Uhr,Einbruch in Tresorraum - Weitere Videos der Tatverdächtigen,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1266729.php,Ereignisort:Charlottenburg-Wilmersdorf
09.12.2022 09:49 Uhr,Sachbeschädigung mit politischem Hintergrund,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273429.php,Ereignisort:Friedrichshain-Kreuzberg
09.12.2022 09:43 Uhr,Kind bei Verkehrsunfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/2022/pressemitteilung.1273426.php,Ereignisort:Marzahn-Hellersdorf
09.12.2022 07:28 Uhr,Haftbefehle bei Lokalkontrollen vollstreckt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1273036.php,Ereignisort:Tempelhof-Schöneberg
